2018-11-30;580918.8
2018-11-29;557924.85
2018-11-28;518635.95
2018-11-27;503416.2
2018-11-26;462529.2
2018-11-25;486434.55
2018-11-24;479434.2
2018-11-23;471477.3
2018-11-22;489633.9
2018-11-21;431774.7
2018-11-20;480844.35
2018-11-19;502912.2
2018-11-18;458164.35
2018-11-17;525790.65
2018-11-16;529828.95
2018-11-15;500690.4
2018-11-14;517975.5
2018-11-13;537112.8
2018-11-12;464299.5
2018-11-11;530992.35
2018-11-10;531002.85
2018-11-09;495833.1
2018-11-08;428565.9
2018-11-07;540561
2018-11-06;559648.95
2018-11-05;532371
2018-11-04;546171.15
2018-11-03;569432.85
2018-11-02;549445.05
2018-11-01;563002.65
2018-10-31;597573.9
2018-10-30;563425.8
2018-10-29;481127.85
2018-10-28;463505.7
2018-10-27;490585.2
2018-10-26;501810.75
2018-10-25;544311.6
2018-10-24;543194.4
2018-10-23;540447.6
2018-10-22;558618.9
2018-10-21;548777.25
2018-10-20;544874.4
2018-10-19;538849.5
2018-10-18;535458
2018-10-17;511323.75
2018-10-16;571872
2018-10-15;594826.05
2018-10-14;580692
2018-10-13;546632.1
2018-10-12;535605
2018-10-11;510491.1
2018-10-10;540937.95
2018-10-09;536200.35
2018-10-08;533082.9
2018-10-07;530272.05
2018-10-06;527112.6
2018-10-05;517370.7
2018-10-04;523333.65
2018-10-03;537354.3
2018-10-02;546282.45
2018-10-01;496617.45
2018-09-30;516994.8
2018-09-29;541899.75
2018-09-28;345335.55
2018-09-27;346674.3
2018-09-26;476063.7
2018-09-25;518097.3
2018-09-24;526562.4
2018-09-23;525588
2018-09-22;524627.25
2018-09-21;509117.7
2018-09-20;554826.3
2018-09-19;526746.15
2018-09-18;586083.75
2018-09-17;477340.5
2018-09-16;435987.3
2018-09-15;522869.55
2018-09-14;512307.6
2018-09-13;480567.15
2018-09-12;438958.8
2018-09-11;520194.15
2018-09-10;561162
2018-09-09;484263.15
2018-09-08;530738.25
2018-09-07;533517.6
